empEID,empID,snapDate,firstName,lastName,mgrEID,mgrID,costCenter,costCenterName,divisionName
MRL748,544166,9/13/2016,NULL,NULL,HEU428,358326,17805,UW,"Home Loans"
PEV036,550599,9/13/2016,NULL,NULL,UWD246,166130,17812,"HL Tech Svg & Default","Financial Services IT"
YKT072,425483,9/13/2016,NULL,NULL,LDG412,412220,27149,"HL Fraud/AML","Financial Services Rollup"
OUR106,445708,9/13/2016,NULL,NULL,CDQ267,365242,21205,"Vehicle Remarketing (Plano)","Auto Finance"
AML525,281017,9/13/2016,NULL,NULL,IQQ271,214339,21260,"LS QA And Support","Auto Finance"
XXU324,122723,9/13/2016,NULL,NULL,RDP180,230016,21630,"LO Strategy & Command Ctr","Auto Finance"
NLP398,354968,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
VSP321,508086,9/13/2016,NULL,NULL,PCB109,228127,21543,"DataLabs India","Financial Services Rollup"
AGZ038,131208,9/13/2016,NULL,NULL,WAP251,244104,21220,"LS Strategy & Command Ctr","Auto Finance"
ORB597,390691,9/13/2016,NULL,NULL,UQM921,426807,21045,"FS Chief of Staff Team","Financial Services Rollup"
ECH716,524374,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
ZTF048,493025,9/13/2016,NULL,NULL,XOV518,224032,21409,"RBC - Melville","Auto Finance"
NFX204,530618,9/13/2016,NULL,NULL,ZHB101,370874,21232,"Repo (Plano)","Auto Finance"
KCZ492,511596,9/13/2016,NULL,NULL,RVJ915,376735,17836,"Customer Service HL","Home Loans"
SYQ366,427762,9/13/2016,NULL,NULL,FEV654,418051,39035,"Plano Underwriters","Financial Services Rollup"
MWU081,482107,9/13/2016,NULL,NULL,MUR046,316141,21408,"RBC - Chicago","Auto Finance"
UES464,502287,9/13/2016,NULL,NULL,ZCK559,263950,21135,"Dealer Risk Management","Auto Finance"
LQP683,154524,9/13/2016,NULL,NULL,DBZ939,225330,21045,"FS Chief of Staff Team","Financial Services Rollup"
LNH021,485257,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
LMA057,387494,9/13/2016,NULL,NULL,EWL870,185514,21262,"Manual Collections Tulsa 3","Auto Finance"
ZBN499,397380,9/13/2016,NULL,NULL,HEU428,358326,17807,"HL Post Sale","Home Loans"
UAC891,549106,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
FMN913,423776,9/13/2016,NULL,NULL,LDG412,423238,27149,"HL Fraud/AML","Financial Services Rollup"
DPD144,516030,9/13/2016,NULL,NULL,DOS699,251906,21403,"Titles & Total Loss","Auto Finance"
ATF039,472173,9/13/2016,NULL,NULL,CDQ267,253154,21205,"Vehicle Remarketing (Plano)","Auto Finance"
LDO348,507101,9/13/2016,NULL,NULL,WJK831,221427,21201,"Customer Care (Plano)","Auto Finance"
XIW560,362856,9/13/2016,NULL,NULL,IQQ271,272880,21260,"LS QA And Support","Auto Finance"
ISG048,150873,9/13/2016,NULL,NULL,RDP180,230016,21220,"LS Strategy & Command Ctr","Auto Finance"
WRY328,414839,9/13/2016,NULL,NULL,TLO349,363849,28733,"HE Post-Fund","Home Loans"
LXS343,338002,9/13/2016,NULL,NULL,NQW821,246118,27130,"HE  Command Ctr","Home Loans"
AOI739,474476,9/13/2016,NULL,NULL,QIE229,309871,21262,"Manual Collections Tulsa 3","Auto Finance"
JNK527,373019,9/13/2016,NULL,NULL,ZRE740,287917,27138,"Mortgage BRO","Home Loans"
DUV676,457427,9/13/2016,NULL,NULL,UQM921,426807,21045,"FS Chief of Staff Team","Financial Services Rollup"
SQC397,447389,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
YMD038,516767,9/13/2016,NULL,NULL,ZHB101,370874,21105,"Auto Nav Call Center","Auto Finance"
LMA250,546448,9/13/2016,NULL,NULL,FEV654,426739,39035,"Plano Underwriters","Financial Services Rollup"
FEI533,382088,9/13/2016,NULL,NULL,HMA365,152432,17812,"HL Tech Svg & Default","Financial Services IT"
THZ406,528620,9/13/2016,NULL,NULL,JJS067,236261,21543,"DataLabs India","Financial Services Rollup"
AIA172,341452,9/13/2016,NULL,NULL,ZCK559,191697,21125,"Dealer Specialty Funding","Auto Finance"
PJH810,127113,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
MBN290,511609,9/13/2016,NULL,NULL,TBY532,348789,21236,"Dealer Recovery","Auto Finance"
JOZ484,226473,9/13/2016,NULL,NULL,EWL870,238001,21261,"Manual Collections Tulsa 2","Auto Finance"
AKM089,534785,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
TSL418,164665,9/13/2016,NULL,NULL,GHS598,193663,21413,"RBC - Remote","Auto Finance"
IGG200,514590,9/13/2016,NULL,NULL,WJK831,221427,21201,"Customer Care (Plano)","Auto Finance"
MKD285,376356,9/13/2016,NULL,NULL,UZE178,168417,21543,"DataLabs India","Financial Services Rollup"
REE410,519030,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
SSO384,469721,9/13/2016,NULL,NULL,RRW588,293239,21269,"LM CAT","Financial Services Rollup"
SWO736,359410,9/13/2016,NULL,NULL,ZNX359,386352,21235,"Recovery Skip (Plano)","Auto Finance"
YPE983,255166,9/13/2016,NULL,NULL,QIE229,309871,21262,"Manual Collections Tulsa 3","Auto Finance"
VQI229,346610,9/13/2016,NULL,NULL,BSC685,188895,21218,"Credit Bureau Solutions","Auto Finance"
NFF204,539170,9/13/2016,NULL,NULL,HVK461,218827,21218,"Credit Bureau Solutions","Auto Finance"
GPC316,163770,9/13/2016,NULL,NULL,MUR046,316141,21408,"RBC - Chicago","Auto Finance"
BAX317,118792,9/13/2016,NULL,NULL,DBZ939,188845,21045,"FS Chief of Staff Team","Financial Services Rollup"
KCV193,432344,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
DXP949,511614,9/13/2016,NULL,NULL,TBY532,348789,21236,"Dealer Recovery","Auto Finance"
XWZ949,335573,9/13/2016,NULL,NULL,EWL870,185514,21241,"Manual Collections Tulsa 1","Auto Finance"
HDE977,522523,9/13/2016,NULL,NULL,FBE141,319207,39035,"Plano Underwriters","Financial Services Rollup"
ZFG549,188271,9/13/2016,NULL,NULL,CDQ267,253154,21205,"Vehicle Remarketing (Plano)","Auto Finance"
HCI253,161718,9/13/2016,NULL,NULL,IQQ271,214339,21260,"LS QA And Support","Auto Finance"
CAH318,526599,9/13/2016,NULL,NULL,VMY282,198292,27572,ManageCollections,"Home Loans"
UUU459,484840,9/13/2016,NULL,NULL,XXV407,258260,21125,"Dealer Specialty Funding","Auto Finance"
UNZ215,512870,9/13/2016,NULL,NULL,KFG858,183712,21245,"Customer Care (Tulsa)","Auto Finance"
KOT331,380951,9/13/2016,NULL,NULL,RRW588,293239,21238,"LM - Resolution and Retention","Financial Services Rollup"
PYQ853,528146,9/13/2016,NULL,NULL,ZHB101,370874,21153,"Refi Call Center","Auto Finance"
VLO238,433945,9/13/2016,NULL,NULL,MUR046,316141,21408,"RBC - Chicago","Auto Finance"
JAF932,336642,9/13/2016,NULL,NULL,ZCK559,263950,21135,"Dealer Risk Management","Auto Finance"
UQM921,426807,9/13/2016,NULL,NULL,DBZ939,188845,21045,"FS Chief of Staff Team","Financial Services Rollup"
UFL294,510036,9/13/2016,NULL,NULL,CWM874,348433,39052,"Team 30  Plano","Financial Services Rollup"
CJD892,383957,9/13/2016,NULL,NULL,MBH865,258985,21245,"Customer Care (Tulsa)","Auto Finance"
SKG418,191047,9/13/2016,NULL,NULL,EWL870,185514,21208,"LS Management","Auto Finance"
WBI403,523560,9/13/2016,NULL,NULL,FBE141,319207,27140,"Loan Originations Command Ctr","Home Loans"
OUR106,445708,9/13/2016,NULL,NULL,CDQ267,365242,21205,"Vehicle Remarketing (Plano)","Auto Finance"
SNC084,179800,9/13/2016,NULL,NULL,WJK831,321540,21402,"Account Maintenance (Plano)","Auto Finance"
WCE675,537824,9/13/2016,NULL,NULL,UZE178,214570,21543,"DataLabs India","Financial Services Rollup"
BRR395,415149,9/13/2016,NULL,NULL,TLO349,363849,28733,"HE Post-Fund","Home Loans"
CGS642,531647,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
DWS063,175097,9/13/2016,NULL,NULL,RRW588,293239,21238,"LM - Resolution and Retention","Financial Services Rollup"
XUD707,295540,9/13/2016,NULL,NULL,ZNX359,386352,21235,"Recovery Skip (Plano)","Auto Finance"
FXD492,384855,9/13/2016,NULL,NULL,BSC685,232077,21260,"LS QA And Support","Auto Finance"
CKP797,412567,9/13/2016,NULL,NULL,OJP811,181057,21260,"LS QA And Support","Auto Finance"
KDM661,536645,9/13/2016,NULL,NULL,ZHB101,370874,21105,"Auto Nav Call Center","Auto Finance"
FMN648,473761,9/13/2016,NULL,NULL,RVJ915,257370,28512,"HL Servicing Digital","Home Loans"
QJQ098,442233,9/13/2016,NULL,NULL,MUR046,224142,21408,"RBC - Chicago","Auto Finance"
ZDY793,154423,9/13/2016,NULL,NULL,ZCK559,263950,21125,"Dealer Specialty Funding","Auto Finance"
PJH810,127113,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
AVL495,114704,9/13/2016,NULL,NULL,TBY532,366068,21236,"Dealer Recovery","Auto Finance"
KLC556,111642,9/13/2016,NULL,NULL,EWL870,238001,21208,"LS Management","Auto Finance"
OCF737,514583,9/13/2016,NULL,NULL,WJK831,221427,21201,"Customer Care (Plano)","Auto Finance"
DVU902,175472,9/13/2016,NULL,NULL,TLO349,363849,28732,"HE Closing","Home Loans"
MBH865,258985,9/13/2016,NULL,NULL,KFG858,183712,21245,"Customer Care (Tulsa)","Auto Finance"
OUF940,459783,9/13/2016,NULL,NULL,RRW588,293239,21238,"LM - Resolution and Retention","Financial Services Rollup"
FXD492,384855,9/13/2016,NULL,NULL,BSC685,188895,21260,"LS QA And Support","Auto Finance"
SQC397,447389,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
JRB480,512979,9/13/2016,NULL,NULL,ZHB101,350429,21150,"Auto Nav Funding","Auto Finance"
MXZ278,522610,9/13/2016,NULL,NULL,RVJ915,376735,17836,"Customer Service HL","Home Loans"
RRL574,484630,9/13/2016,NULL,NULL,HMA365,251729,17812,"HL Tech Svg & Default","Financial Services IT"
MWU081,482107,9/13/2016,NULL,NULL,MUR046,316141,21408,"RBC - Chicago","Auto Finance"
AFV696,506479,9/13/2016,NULL,NULL,JJS067,236261,21543,"DataLabs India","Financial Services Rollup"
AFV696,506479,9/13/2016,NULL,NULL,JJS067,230212,21543,"DataLabs India","Financial Services Rollup"
BAX317,118792,9/13/2016,NULL,NULL,DBZ939,225330,21045,"FS Chief of Staff Team","Financial Services Rollup"
LEH470,483336,9/13/2016,NULL,NULL,WXZ873,327889,21232,"Repo (Plano)","Auto Finance"
SAT838,478643,9/13/2016,NULL,NULL,EJX926,246628,17839,SPOC,"Home Loans"
SJH543,503668,9/13/2016,NULL,NULL,CWM874,348433,27130,"HE  Command Ctr","Home Loans"
JIY204,480857,9/13/2016,NULL,NULL,MBH865,258985,21245,"Customer Care (Tulsa)","Auto Finance"
UAO449,478956,9/13/2016,NULL,NULL,TBY532,348789,21236,"Dealer Recovery","Auto Finance"
YST981,251962,9/13/2016,NULL,NULL,EWL870,238001,21208,"LS Management","Auto Finance"
LBL797,532750,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
LJN479,544173,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
HGX974,471869,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
BGO542,520950,9/13/2016,NULL,NULL,FBE141,361255,39034,"Plano Loan Closers","Financial Services Rollup"
JAO772,404020,9/13/2016,NULL,NULL,CDQ267,253154,21205,"Vehicle Remarketing (Plano)","Auto Finance"
JAO772,404020,9/13/2016,NULL,NULL,CDQ267,253154,21205,"Vehicle Remarketing (Plano)","Auto Finance"
PJX000,549612,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
IWV596,460417,9/13/2016,NULL,NULL,XXV407,258260,21125,"Dealer Specialty Funding","Auto Finance"
DLY095,377173,9/13/2016,NULL,NULL,LZN910,297024,21404,"COAF Payment Processing","Auto Finance"
TRU063,330594,9/13/2016,NULL,NULL,ZNX359,386352,21235,"Recovery Skip (Plano)","Auto Finance"
KGI409,465653,9/13/2016,NULL,NULL,QIE229,309871,21262,"Manual Collections Tulsa 3","Auto Finance"
WDX841,536646,9/13/2016,NULL,NULL,ZHB101,350429,21105,"Auto Nav Call Center","Auto Finance"
GUO168,504651,9/13/2016,NULL,NULL,MUR046,224142,21408,"RBC - Chicago","Auto Finance"
GYL803,439950,9/13/2016,NULL,NULL,ZCK559,263950,21125,"Dealer Specialty Funding","Auto Finance"
WTK242,471773,9/13/2016,NULL,NULL,WXZ873,327889,21238,"LM - Resolution and Retention","Financial Services Rollup"
RXF305,517008,9/13/2016,NULL,NULL,ETM660,333552,21241,"Manual Collections Tulsa 1","Auto Finance"
FBT644,550238,9/13/2016,NULL,NULL,TBY532,366068,21236,"Dealer Recovery","Auto Finance"
VKP571,229190,9/13/2016,NULL,NULL,EWL870,185514,21208,"LS Management","Auto Finance"
VKP571,229190,9/13/2016,NULL,NULL,EWL870,239342,21208,"LS Management","Auto Finance"
AKM089,534785,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
LFX404,520860,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
BTZ734,549512,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
MEN514,340299,9/13/2016,NULL,NULL,FBE141,319207,39041,"Team 7 Plano","Financial Services Rollup"
FFI638,386486,9/13/2016,NULL,NULL,DOS699,184706,21403,"Titles & Total Loss","Auto Finance"
SWY475,472322,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
VZP496,389447,9/13/2016,NULL,NULL,IQQ271,272880,21260,"LS QA And Support","Auto Finance"
ZRI500,497191,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
FQC822,438836,9/13/2016,NULL,NULL,ZSL408,373787,21269,"LM CAT","Financial Services Rollup"
JDB309,470304,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
CRI030,515718,9/13/2016,NULL,NULL,ZHB101,350429,21156,"Refi Funding","Auto Finance"
TPO502,336138,9/13/2016,NULL,NULL,VYL451,384721,21104,"Business Risk Office","Auto Finance"
XRV690,546423,9/13/2016,NULL,NULL,TGS685,525235,21245,"Customer Care (Tulsa)","Auto Finance"
VLO238,433945,9/13/2016,NULL,NULL,MUR046,316141,21408,"RBC - Chicago","Auto Finance"
JAF932,336642,9/13/2016,NULL,NULL,ZCK559,263950,21135,"Dealer Risk Management","Auto Finance"
SAT838,478643,9/13/2016,NULL,NULL,EJX926,223385,17839,SPOC,"Home Loans"
GOR415,494007,9/13/2016,NULL,NULL,TBY532,366068,21236,"Dealer Recovery","Auto Finance"
LMA057,387494,9/13/2016,NULL,NULL,EWL870,185514,21262,"Manual Collections Tulsa 3","Auto Finance"
RUG102,370089,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
TRZ772,535720,9/13/2016,NULL,NULL,FBE141,319207,39034,"Plano Loan Closers","Financial Services Rollup"
VAF438,514597,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
XIW560,362856,9/13/2016,NULL,NULL,IQQ271,214339,21260,"LS QA And Support","Auto Finance"
RMI001,518742,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
BYF444,350480,9/13/2016,NULL,NULL,XXV407,258260,39053,"Team 31 Plano","Financial Services Rollup"
JND814,131104,9/13/2016,NULL,NULL,LZN910,297024,21404,"COAF Payment Processing","Auto Finance"
THA733,340982,9/13/2016,NULL,NULL,BXQ929,250647,21232,"Repo (Plano)","Auto Finance"
WJK831,221427,9/13/2016,NULL,NULL,OAD620,186183,21201,"Customer Care (Plano)","Auto Finance"
TYH645,453270,9/13/2016,NULL,NULL,MUR046,224142,21408,"RBC - Chicago","Auto Finance"
UES464,502287,9/13/2016,NULL,NULL,ZCK559,263950,21135,"Dealer Risk Management","Auto Finance"
OFU699,154335,9/13/2016,NULL,NULL,TBY532,366068,21236,"Dealer Recovery","Auto Finance"
VKP571,229190,9/13/2016,NULL,NULL,EWL870,239342,21208,"LS Management","Auto Finance"
FTZ703,546279,9/13/2016,NULL,NULL,UEG209,311363,21242,"Repo (Tulsa)","Auto Finance"
RUG102,370089,9/13/2016,NULL,NULL,EVH866,193641,21102,"Dealer Funding","Auto Finance"
EPN120,549906,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
IXZ325,519134,9/13/2016,NULL,NULL,IQQ271,272880,21260,"LS QA And Support","Auto Finance"
NLR562,362211,9/13/2016,NULL,NULL,LZN910,297024,21404,"COAF Payment Processing","Auto Finance"
GQK650,332449,9/13/2016,NULL,NULL,ZNX359,259471,21235,"Recovery Skip (Plano)","Auto Finance"
ZWF770,491059,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
WFG289,498171,9/13/2016,NULL,NULL,HVK461,218827,21403,"Titles & Total Loss","Auto Finance"
WFG289,498171,9/13/2016,NULL,NULL,HVK461,218827,21403,"Titles & Total Loss","Auto Finance"
LWC756,473769,9/13/2016,NULL,NULL,WXZ873,327889,21232,"Repo (Plano)","Auto Finance"
TKG569,348603,9/13/2016,NULL,NULL,ETM660,333552,21241,"Manual Collections Tulsa 1","Auto Finance"
XWZ949,335573,9/13/2016,NULL,NULL,EWL870,185514,21241,"Manual Collections Tulsa 1","Auto Finance"
IAU835,411547,9/13/2016,NULL,NULL,FBE141,319207,39050,"Govi Plano","Financial Services Rollup"
JMZ740,356743,9/13/2016,NULL,NULL,DOS699,251906,21403,"Titles & Total Loss","Auto Finance"
RRG327,527422,9/13/2016,NULL,NULL,VMY282,198292,17835,"Escrow Insurance & Tax","Home Loans"
DUF072,412311,9/13/2016,NULL,NULL,XXV407,258260,21125,"Dealer Specialty Funding","Auto Finance"
WGP768,453946,9/13/2016,NULL,NULL,RRW588,293239,21238,"LM - Resolution and Retention","Financial Services Rollup"
SFD479,413601,9/13/2016,NULL,NULL,BXQ929,250647,21232,"Repo (Plano)","Auto Finance"
FLE797,502367,9/13/2016,NULL,NULL,NGF746,323011,21270,"COAF Records Management","Auto Finance"
VYE510,474408,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
OXI286,520755,9/13/2016,NULL,NULL,OEM204,239723,21262,"Manual Collections Tulsa 3","Auto Finance"
LYY242,536640,9/13/2016,NULL,NULL,ZHB101,350429,21105,"Auto Nav Call Center","Auto Finance"
FMN648,473761,9/13/2016,NULL,NULL,RVJ915,376735,28512,"HL Servicing Digital","Home Loans"
KIT794,550125,9/13/2016,NULL,NULL,HVK461,218827,21201,"Customer Care (Plano)","Auto Finance"
KIT794,550125,9/13/2016,NULL,NULL,HVK461,218827,21201,"Customer Care (Plano)","Auto Finance"
RMB256,518652,9/13/2016,NULL,NULL,ETM660,333552,21245,"Customer Care (Tulsa)","Auto Finance"
JOZ484,226473,9/13/2016,NULL,NULL,EWL870,238001,21261,"Manual Collections Tulsa 2","Auto Finance"
JOZ484,226473,9/13/2016,NULL,NULL,EWL870,185514,21261,"Manual Collections Tulsa 2","Auto Finance"
LSB360,549795,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
RHK910,471424,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
ULR647,524070,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
OCG993,292153,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
FZX525,223080,9/13/2016,NULL,NULL,ZNX359,386352,21235,"Recovery Skip (Plano)","Auto Finance"
HSJ752,110557,9/13/2016,NULL,NULL,BSC685,188895,21218,"Credit Bureau Solutions","Auto Finance"
XNP292,248045,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
FMN648,473761,9/13/2016,NULL,NULL,RVJ915,376735,28512,"HL Servicing Digital","Home Loans"
MAV227,550049,9/13/2016,NULL,NULL,HVK461,218827,21403,"Titles & Total Loss","Auto Finance"
GYL803,439950,9/13/2016,NULL,NULL,ZCK559,263950,21125,"Dealer Specialty Funding","Auto Finance"
LLW240,546432,9/13/2016,NULL,NULL,CWM874,348433,39053,"Team 31 Plano","Financial Services Rollup"
NWR503,502431,9/13/2016,NULL,NULL,GTO899,249588,21153,"Refi Call Center","Auto Finance"
ZFX832,481242,9/13/2016,NULL,NULL,LWK888,190581,21238,"LM - Resolution and Retention","Financial Services Rollup"
YST981,251962,9/13/2016,NULL,NULL,EWL870,238001,21208,"LS Management","Auto Finance"
YST981,251962,9/13/2016,NULL,NULL,EWL870,185514,21208,"LS Management","Auto Finance"
YST981,251962,9/13/2016,NULL,NULL,EWL870,185514,21208,"LS Management","Auto Finance"
RUG102,370089,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
NDH397,529416,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
YPK352,496248,9/13/2016,NULL,NULL,DOS699,251906,21403,"Titles & Total Loss","Auto Finance"
LDO348,507101,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
TEI028,380391,9/13/2016,NULL,NULL,ZNX359,259471,21235,"Recovery Skip (Plano)","Auto Finance"
EZE508,482572,9/13/2016,NULL,NULL,OAD620,218705,21203,Deficiency,"Auto Finance"
MXZ278,522610,9/13/2016,NULL,NULL,RVJ915,376735,17836,"Customer Service HL","Home Loans"
RAB060,157157,9/13/2016,NULL,NULL,MUR046,224142,21408,"RBC - Chicago","Auto Finance"
RAB060,157157,9/13/2016,NULL,NULL,MUR046,224142,21408,"RBC - Chicago","Auto Finance"
OOQ191,461311,9/13/2016,NULL,NULL,ETM660,333552,21245,"Customer Care (Tulsa)","Auto Finance"
PPN880,550050,9/13/2016,NULL,NULL,VRC729,259006,21270,"COAF Records Management","Auto Finance"
NWR503,502431,9/13/2016,NULL,NULL,GTO899,190632,21153,"Refi Call Center","Auto Finance"
RSX856,458397,9/13/2016,NULL,NULL,LWK888,190581,21135,"Dealer Risk Management","Auto Finance"
KLC556,111642,9/13/2016,NULL,NULL,EWL870,238001,21208,"LS Management","Auto Finance"
KLC556,111642,9/13/2016,NULL,NULL,EWL870,185514,21208,"LS Management","Auto Finance"
XAQ323,544059,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
AYP649,442551,9/13/2016,NULL,NULL,EVH866,193641,21102,"Dealer Funding","Auto Finance"
AYP649,442551,9/13/2016,NULL,NULL,EVH866,193641,21102,"Dealer Funding","Auto Finance"
ARE576,517717,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
TFT291,484984,9/13/2016,NULL,NULL,DOS699,184706,21403,"Titles & Total Loss","Auto Finance"
KQD097,498178,9/13/2016,NULL,NULL,WJK831,221427,21201,"Customer Care (Plano)","Auto Finance"
OOH562,381714,9/13/2016,NULL,NULL,IQQ271,272880,21260,"LS QA And Support","Auto Finance"
RMI001,518742,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
DQS168,310863,9/13/2016,NULL,NULL,ZNX359,259471,21235,"Recovery Skip (Plano)","Auto Finance"
MHA161,465304,9/13/2016,NULL,NULL,QIE229,348734,21262,"Manual Collections Tulsa 3","Auto Finance"
SBF786,487996,9/13/2016,NULL,NULL,BXQ929,250647,21232,"Repo (Plano)","Auto Finance"
WYI646,414887,9/13/2016,NULL,NULL,OEM204,239723,21262,"Manual Collections Tulsa 3","Auto Finance"
WMO056,508985,9/13/2016,NULL,NULL,VYL451,182885,21024,"FS Data Risk","Financial Services Rollup"
