empEID,empID,snapDate,firstName,lastName,mgrEID,mgrID,costCenter,costCenterName,divisionName
GYL803,439950,9/13/2016,NULL,NULL,ZCK559,191697,21125,"Dealer Specialty Funding","Auto Finance"
PLX427,391429,9/13/2016,NULL,NULL,WXZ873,327889,21230,"LM Specialty","Auto Finance"
WPP508,488856,9/13/2016,NULL,NULL,VRC729,170322,21404,"COAF Payment Processing","Auto Finance"
TYW438,549905,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
TYW438,549905,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
SIH406,460000,9/13/2016,NULL,NULL,DOS699,251906,21403,"Titles & Total Loss","Auto Finance"
KEJ380,538728,9/13/2016,NULL,NULL,NAC662,349208,21242,"Repo (Tulsa)","Auto Finance"
NDS911,485006,9/13/2016,NULL,NULL,XXV407,212122,21125,"Dealer Specialty Funding","Auto Finance"
AFO219,512048,9/13/2016,NULL,NULL,BXQ929,250647,21238,"LM - Resolution and Retention","Financial Services Rollup"
IGG943,440817,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
VGN828,224012,9/13/2016,NULL,NULL,HVK461,218827,21403,"Titles & Total Loss","Auto Finance"
VGN828,224012,9/13/2016,NULL,NULL,HVK461,218827,21403,"Titles & Total Loss","Auto Finance"
EOZ245,505528,9/13/2016,NULL,NULL,WXZ873,327889,21232,"Repo (Plano)","Auto Finance"
TKG569,348603,9/13/2016,NULL,NULL,ETM660,348602,21241,"Manual Collections Tulsa 1","Auto Finance"
VNS939,541918,9/13/2016,NULL,NULL,VRC729,170322,21270,"COAF Records Management","Auto Finance"
GQC061,339039,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
XSW338,476336,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
KYT833,331590,9/13/2016,NULL,NULL,DOS699,251906,21403,"Titles & Total Loss","Auto Finance"
OFL998,456964,9/13/2016,NULL,NULL,NAC662,349208,21242,"Repo (Tulsa)","Auto Finance"
IWV596,460417,9/13/2016,NULL,NULL,XXV407,212122,21125,"Dealer Specialty Funding","Auto Finance"
TAH985,331228,9/13/2016,NULL,NULL,QIE229,348734,21262,"Manual Collections Tulsa 3","Auto Finance"
CRN799,362654,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
MVC555,549524,9/13/2016,NULL,NULL,OAD620,186183,21201,"Customer Care (Plano)","Auto Finance"
VYJ478,486386,9/13/2016,NULL,NULL,WXZ873,327889,21232,"Repo (Plano)","Auto Finance"
XSR927,472926,9/13/2016,NULL,NULL,WJK831,221427,21205,"Vehicle Remarketing (Plano)","Auto Finance"
RRG327,527422,9/13/2016,NULL,NULL,VMY282,244484,17835,"Escrow Insurance & Tax","Home Loans"
VQB813,386907,9/13/2016,NULL,NULL,QIE229,348734,21262,"Manual Collections Tulsa 3","Auto Finance"
XNP292,248045,9/13/2016,NULL,NULL,OEM204,239723,21262,"Manual Collections Tulsa 3","Auto Finance"
AMC613,548990,9/13/2016,NULL,NULL,OAD620,186183,21201,"Customer Care (Plano)","Auto Finance"
DVP111,541966,9/13/2016,NULL,NULL,JJS067,169688,21543,"DataLabs India","Financial Services Rollup"
CQQ038,506464,9/13/2016,NULL,NULL,WJK831,221427,21403,"Titles & Total Loss","Auto Finance"
NLP398,354968,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
ZLV020,472013,9/13/2016,NULL,NULL,XXV407,258260,21135,"Dealer Risk Management","Auto Finance"
OSI521,420324,9/13/2016,NULL,NULL,RRW588,196092,21238,"LM - Resolution and Retention","Financial Services Rollup"
CRN799,362654,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
GLH790,180942,9/13/2016,NULL,NULL,JJS067,169688,21543,"DataLabs India","Financial Services Rollup"
RVJ319,516719,9/13/2016,NULL,NULL,WXZ873,327889,21238,"LM - Resolution and Retention","Financial Services Rollup"
OIM995,545130,9/13/2016,NULL,NULL,VRC729,170322,21270,"COAF Records Management","Auto Finance"
COA304,512559,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
UOL423,339709,9/13/2016,NULL,NULL,DOS699,184706,21403,"Titles & Total Loss","Auto Finance"
KQD097,498178,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
OCG993,292153,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
IGG943,440817,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
FVM995,520764,9/13/2016,NULL,NULL,WXZ873,224897,21232,"Repo (Plano)","Auto Finance"
OSR377,518853,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
FPU325,549901,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
DAM568,496280,9/13/2016,NULL,NULL,WJK831,221427,21201,"Customer Care (Plano)","Auto Finance"
UUU459,484840,9/13/2016,NULL,NULL,XXV407,212122,21125,"Dealer Specialty Funding","Auto Finance"
IGG943,440817,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
ELL925,489534,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
ELL925,489534,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
ZCE465,549892,9/13/2016,NULL,NULL,OAD620,218705,21201,"Customer Care (Plano)","Auto Finance"
ZCW312,544747,9/13/2016,NULL,NULL,JJS067,169688,21543,"DataLabs India","Financial Services Rollup"
UEM687,310370,9/13/2016,NULL,NULL,WXZ873,327889,21232,"Repo (Plano)","Auto Finance"
ZBQ857,525085,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
LFX404,520860,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
AZD526,549355,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
ASF530,182171,9/13/2016,NULL,NULL,BXQ929,250647,21232,"Repo (Plano)","Auto Finance"
FYI731,532420,9/13/2016,NULL,NULL,RVJ915,257370,17836,"Customer Service HL","Home Loans"
FYI731,532420,9/13/2016,NULL,NULL,RVJ915,257370,17836,"Customer Service HL","Home Loans"
GLH790,180942,9/13/2016,NULL,NULL,JJS067,169688,21543,"DataLabs India","Financial Services Rollup"
VZS648,472467,9/13/2016,NULL,NULL,VRC729,259006,21270,"COAF Records Management","Auto Finance"
UMM249,248741,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
RHU624,549365,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
TBA716,544194,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
JPQ556,413874,9/13/2016,NULL,NULL,BXQ929,280564,21232,"Repo (Plano)","Auto Finance"
VHK080,441011,9/13/2016,NULL,NULL,OAD620,218705,21201,"Customer Care (Plano)","Auto Finance"
DIO816,385479,9/13/2016,NULL,NULL,WXZ873,327889,21232,"Repo (Plano)","Auto Finance"
SRQ588,504005,9/13/2016,NULL,NULL,VRC729,170322,21270,"COAF Records Management","Auto Finance"
UMP295,543561,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
NWF251,525495,9/13/2016,NULL,NULL,BXQ929,250647,21232,"Repo (Plano)","Auto Finance"
OSD476,550041,9/13/2016,NULL,NULL,OAD620,218705,21201,"Customer Care (Plano)","Auto Finance"
ZVO533,522064,9/13/2016,NULL,NULL,WXZ873,224897,21232,"Repo (Plano)","Auto Finance"
LNH021,485257,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
VIO510,348496,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
LLB161,377678,9/13/2016,NULL,NULL,BXQ929,250647,21201,"Customer Care (Plano)","Auto Finance"
FBG848,440756,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
WZB069,418797,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
NOI585,550592,9/13/2016,NULL,NULL,OAD620,218705,21201,"Customer Care (Plano)","Auto Finance"
KCZ492,511596,9/13/2016,NULL,NULL,RVJ915,257370,17836,"Customer Service HL","Home Loans"
KCZ492,511596,9/13/2016,NULL,NULL,RVJ915,257370,17836,"Customer Service HL","Home Loans"
KCV193,432344,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
IUI646,544328,9/13/2016,NULL,NULL,HEU428,358326,28721,"HL Bankruptcy","Home Loans"
PVX940,390835,9/13/2016,NULL,NULL,BXQ929,280564,21232,"Repo (Plano)","Auto Finance"
BZY677,511874,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
ONE902,384852,9/13/2016,NULL,NULL,BXQ929,280564,21232,"Repo (Plano)","Auto Finance"
YUF354,548993,9/13/2016,NULL,NULL,OAD620,218705,21201,"Customer Care (Plano)","Auto Finance"
NOV587,529973,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
ZYX850,514588,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
IJO788,518934,9/13/2016,NULL,NULL,VMY282,244484,28500,"CAT and Correspondence","Home Loans"
HJL927,361352,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
ZDE697,361504,9/13/2016,NULL,NULL,OEM204,239723,21262,"Manual Collections Tulsa 3","Auto Finance"
JOU273,548992,9/13/2016,NULL,NULL,OAD620,186183,21201,"Customer Care (Plano)","Auto Finance"
RNY594,543862,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
UWH114,518789,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
APT342,469698,9/13/2016,NULL,NULL,OEM204,239723,21262,"Manual Collections Tulsa 3","Auto Finance"
USR656,549250,9/13/2016,NULL,NULL,OAD620,218705,21201,"Customer Care (Plano)","Auto Finance"
RYJ338,117493,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
ZRA871,544129,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
OXG618,514725,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
OVT695,549161,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
THA733,340982,9/13/2016,NULL,NULL,BXQ929,280564,21232,"Repo (Plano)","Auto Finance"
CPF403,550051,9/13/2016,NULL,NULL,OAD620,186183,21201,"Customer Care (Plano)","Auto Finance"
WIJ347,484783,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
NDP628,383801,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
KAA298,178946,9/13/2016,NULL,NULL,BXQ929,250647,21232,"Repo (Plano)","Auto Finance"
HNN986,520853,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
WJK831,221427,9/13/2016,NULL,NULL,OAD620,218705,21201,"Customer Care (Plano)","Auto Finance"
WYW260,188181,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
COR478,529149,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
KNO397,543864,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
UNK441,550597,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
MRL748,544166,9/13/2016,NULL,NULL,HEU428,342219,17805,UW,"Home Loans"
EZE508,482572,9/13/2016,NULL,NULL,OAD620,186183,21203,Deficiency,"Auto Finance"
YCB255,105625,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
YLT411,418778,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
ZBN499,397380,9/13/2016,NULL,NULL,HEU428,342219,17807,"HL Post Sale","Home Loans"
INX265,417866,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
UGA775,548111,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
UES635,546069,9/13/2016,NULL,NULL,JOZ484,323486,21241,"Manual Collections Tulsa 1","Auto Finance"
XNP292,248045,9/13/2016,NULL,NULL,OEM204,239723,21262,"Manual Collections Tulsa 3","Auto Finance"
ZFX832,481242,9/13/2016,NULL,NULL,LWK888,331494,21238,"LM - Resolution and Retention","Financial Services Rollup"
NRL350,544123,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
GCA449,405599,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
KMD331,442439,9/13/2016,NULL,NULL,UWD246,166130,21045,"FS Chief of Staff Team","Financial Services Rollup"
TXX038,549164,9/13/2016,NULL,NULL,OAD620,218705,21201,"Customer Care (Plano)","Auto Finance"
ZRA871,544129,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
ZRA871,544129,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
TYW438,549905,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
OXI286,520755,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
RMC275,515813,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
UAC891,549106,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
BRO970,479834,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
QXV182,522397,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
QIW194,549099,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
LJN479,544173,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
FYV316,543777,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
UWH114,518789,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
HGX974,471869,9/13/2016,NULL,NULL,UWD246,166130,17812,"HL Tech Svg & Default","Financial Services IT"
NPD497,535331,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
BBX510,549889,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
ULR647,524070,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
INI249,515743,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
FMC055,546646,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
KMH913,549561,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
KMH913,549561,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
EPN120,549906,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
SZQ579,516796,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
SEQ072,546652,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
NOV587,529973,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
ZAL768,549399,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
ZYS185,549366,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
WQA294,544051,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
FUA442,543179,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
LCR380,549507,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
TBA716,544194,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
CTV051,549091,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
LSB360,549795,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
XAQ323,544059,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
QII289,549593,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
SDO791,486103,9/13/2016,NULL,NULL,JOZ484,323486,21262,"Manual Collections Tulsa 3","Auto Finance"
BNB844,549402,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
MRX922,549552,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
QFM436,546059,9/13/2016,NULL,NULL,JOZ484,323486,21262,"Manual Collections Tulsa 3","Auto Finance"
CYZ517,496181,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
IJF861,542295,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
VVR546,541115,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
WWF362,549563,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
WWF362,549563,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
YVJ770,547888,9/13/2016,NULL,NULL,JOZ484,226473,21262,"Manual Collections Tulsa 3","Auto Finance"
MGP206,549362,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
IRT993,547622,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
PUN845,544222,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
GVN983,546648,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
NTH472,513055,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
ODK693,205550,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
FPR341,546452,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
RQJ786,516897,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
YCU149,537230,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
CTV051,549091,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
SEQ072,546652,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
SEQ509,543778,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
HHP391,499353,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
BNB844,549402,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
FPR341,546452,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
INL976,545172,9/13/2016,NULL,NULL,JOZ484,226473,21241,"Manual Collections Tulsa 1","Auto Finance"
MZH740,544064,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
UES635,546069,9/13/2016,NULL,NULL,JOZ484,323486,21241,"Manual Collections Tulsa 1","Auto Finance"
ARP863,547056,9/13/2016,NULL,NULL,JOZ484,226473,21242,"Repo (Tulsa)","Auto Finance"
SDQ439,545611,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
RFK165,532531,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
HSW744,549079,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
FUA442,543179,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
YVK071,540388,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
URE542,520518,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
DOF200,545017,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
BVQ602,546582,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
JEO089,546416,9/13/2016,NULL,NULL,JOZ484,226473,21241,"Manual Collections Tulsa 1","Auto Finance"
JEO089,546416,9/13/2016,NULL,NULL,JOZ484,226473,21241,"Manual Collections Tulsa 1","Auto Finance"
QPN777,545602,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
IRT993,547622,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
ZLP990,544217,9/13/2016,NULL,NULL,JOZ484,226473,21262,"Manual Collections Tulsa 3","Auto Finance"
MZH740,544064,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
ONO675,548625,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
WGH172,546112,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
RFK165,532531,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
AKN606,546649,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
UEF052,547886,9/13/2016,NULL,NULL,JOZ484,323486,21241,"Manual Collections Tulsa 1","Auto Finance"
KUW641,537139,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
KAR152,367088,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
AZZ323,546695,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
NYY009,391451,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
DQF298,541282,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
FUA442,543179,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
EFD426,548956,9/13/2016,NULL,NULL,JOZ484,226473,21241,"Manual Collections Tulsa 1","Auto Finance"
EFX501,545612,9/13/2016,NULL,NULL,JOZ484,226473,21241,"Manual Collections Tulsa 1","Auto Finance"
SPO011,547462,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
WLI241,544301,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
JNZ703,544073,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
QKN290,541211,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
MMB496,548949,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
KOU146,546934,9/13/2016,NULL,NULL,JOZ484,226473,21241,"Manual Collections Tulsa 1","Auto Finance"
UCN235,548910,9/13/2016,NULL,NULL,JOZ484,226473,21265,"Mid Collection (Plano)","Auto Finance"
LKQ158,543348,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
GKQ253,549101,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
DOF200,545017,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
YYL003,544699,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
TXU148,544708,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
MWF214,543786,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
KAR152,367088,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
SRF076,541285,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
RDW668,548273,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
DNW651,546453,9/13/2016,NULL,NULL,JOZ484,323486,21262,"Manual Collections Tulsa 3","Auto Finance"
TRR295,543775,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
IRT993,547622,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
AKN606,546649,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
GGV749,544065,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
VUI321,544216,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
QKN290,541211,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
YHS473,547561,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
UEF052,547886,9/13/2016,NULL,NULL,JOZ484,323486,21241,"Manual Collections Tulsa 1","Auto Finance"
YZM969,547768,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
PSA601,523709,9/13/2016,NULL,NULL,JOZ484,323486,21262,"Manual Collections Tulsa 3","Auto Finance"
KZG416,543938,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
DQF298,541282,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
DNW651,546453,9/13/2016,NULL,NULL,JOZ484,323486,21262,"Manual Collections Tulsa 3","Auto Finance"
MEE271,546451,9/13/2016,NULL,NULL,JOZ484,323486,21262,"Manual Collections Tulsa 3","Auto Finance"
BLK125,545359,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
LKQ158,543348,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
VUI321,544216,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
EYU698,541265,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
